product_id,product_name,category,supplier_id,unit_cost,unit_price,reorder_point,brand,safety_stock,lead_time_days,profit_margin_pct
KIT-P0029,Chopping Board Classic,Kitchen,SUP06,2224.05,3219.64,89,HomeChef,47,29,30.92
KIT-P0030,Tiffin Box Mini,Kitchen,SUP18,1001.78,1904.66,68,SteelWare,32,15,47.4
KIT-P0031,Non-Stick Pan Mini,Kitchen,SUP19,1361.15,2501.65,98,ChefPro,38,17,45.59
KIT-P0032,Pressure Cooker Mini,Kitchen,SUP16,2162.46,3200.04,66,KitchCraft,26,14,32.42
KIT-P0033,Knife Set Mini,Kitchen,SUP17,249.95,389.39,35,CookWell,10,21,35.81
KIT-P0034,Mixer Grinder Mini,Kitchen,SUP04,2579.36,4577.99,51,HomeChef,20,22,43.66
KIT-P0035,Dinner Set Mini,Kitchen,SUP03,2139.33,3049.86,92,SteelWare,31,21,29.85
SPO-P0001,Yoga Mat,Sports,SUP14,857.19,1418.11,38,ActiveGear,11,29,39.55
SPO-P0002,Cricket Bat,Sports,SUP19,3973.72,6758.44,31,ProSport,10,18,41.2
SPO-P0003,Football,Sports,SUP18,3545.45,5927.0,41,FitZone,15,19,40.18
SPO-P0004,Dumbbell Set,Sports,SUP15,2459.36,3755.08,33,PowerPlay,16,29,34.51
SPO-P0005,Badminton Racket,Sports,SUP17,269.01,459.32,40,EnduroFit,22,9,41.43
SPO-P0006,Running Shoes,Sports,SUP17,2520.93,4240.52,47,ActiveGear,19,23,40.55
SPO-P0007,Skipping Rope,Sports,SUP14,2957.92,4999.37,48,ProSport,28,23,40.83
SPO-P0008,Cycling Helmet,Sports,SUP03,2155.42,2925.94,59,FitZone,31,12,26.33
SPO-P0009,Gym Gloves,Sports,SUP11,1750.25,2461.63,84,PowerPlay,35,27,28.9
SPO-P0010,Fitness Band,Sports,SUP04,767.62,1479.15,77,EnduroFit,27,21,48.1
SPO-P0011,Yoga Mat Plus,Sports,SUP04,3464.13,6573.36,47,ActiveGear,20,8,47.3
SPO-P0012,Cricket Bat Plus,Sports,SUP18,3537.79,5580.62,81,ProSport,36,5,36.61
SPO-P0013,Football Plus,Sports,SUP15,2978.32,5419.88,96,FitZone,31,18,45.05
SPO-P0014,Dumbbell Set Plus,Sports,SUP16,3489.18,6381.22,93,PowerPlay,30,3,45.32
SPO-P0015,Badminton Racket Plus,Sports,SUP05,3025.68,4126.68,44,EnduroFit,18,29,26.68
SPO-P0016,Running Shoes Plus,Sports,SUP17,3572.77,5669.19,80,ActiveGear,31,12,36.98
SPO-P0017,Skipping Rope Plus,Sports,SUP13,2407.76,3841.54,30,ProSport,17,19,37.32
SPO-P0018,Cycling Helmet Plus,Sports,SUP11,947.62,1493.76,62,FitZone,25,23,36.56
SPO-P0019,Gym Gloves Plus,Sports,SUP03,818.91,1441.89,33,PowerPlay,19,12,43.21
SPO-P0020,Fitness Band Classic,Sports,SUP15,575.91,1037.85,47,EnduroFit,26,12,44.51
SPO-P0021,Yoga Mat Classic,Sports,SUP06,967.93,1414.59,63,ActiveGear,27,17,31.58
SPO-P0022,Cricket Bat Classic,Sports,SUP10,371.66,609.11,48,ProSport,28,9,38.98
SPO-P0023,Football Classic,Sports,SUP14,2082.92,2950.28,46,FitZone,17,9,29.4
SPO-P0024,Dumbbell Set Classic,Sports,SUP07,3531.5,6678.01,83,PowerPlay,49,19,47.12
SPO-P0025,Badminton Racket Classic,Sports,SUP20,3821.4,5323.57,58,EnduroFit,22,6,28.22
SPO-P0026,Running Shoes Classic,Sports,SUP05,568.52,1056.01,68,ActiveGear,32,13,46.16
SPO-P0027,Skipping Rope Classic,Sports,SUP11,828.18,1243.89,61,ProSport,33,7,33.42
SPO-P0028,Cycling Helmet Classic,Sports,SUP08,2993.49,4572.91,70,FitZone,28,25,34.54
SPO-P0029,Gym Gloves Classic,Sports,SUP09,3088.06,5599.92,33,PowerPlay,19,8,44.86
SPO-P0030,Fitness Band Mini,Sports,SUP09,3605.26,5084.27,38,EnduroFit,14,7,29.09
SPO-P0031,Yoga Mat Mini,Sports,SUP17,882.07,1409.67,34,ActiveGear,12,15,37.43
SPO-P0032,Cricket Bat Mini,Sports,SUP18,3435.07,6439.88,79,ProSport,31,17,46.66
SPO-P0033,Football Mini,Sports,SUP11,1143.94,1712.34,50,FitZone,29,7,33.19
SPO-P0034,Dumbbell Set Mini,Sports,SUP02,3153.96,5237.46,92,PowerPlay,41,15,39.78
SPO-P0035,Badminton Racket Mini,Sports,SUP11,2238.96,3606.38,55,EnduroFit,18,6,37.92
BEA-P0001,Face Wash,Beauty,SUP04,416.7,800.87,96,GlowUp,33,13,47.97
BEA-P0002,Sunscreen Lotion,Beauty,SUP12,213.71,320.97,91,PureSkin,30,3,33.42
BEA-P0003,Lipstick,Beauty,SUP04,297.93,510.91,94,LuxeBeauty,41,29,41.69
BEA-P0004,Hair Oil,Beauty,SUP09,453.6,663.32,88,DermaCare,48,29,31.62
BEA-P0005,Shampoo 500ml,Beauty,SUP17,406.88,586.61,81,RadianceCo,46,21,30.64
BEA-P0006,Moisturizer Cream,Beauty,SUP07,97.08,151.0,33,GlowUp,16,24,35.71
BEA-P0007,Perfume,Beauty,SUP02,647.29,956.16,82,PureSkin,47,17,32.3
BEA-P0008,Face Serum,Beauty,SUP09,532.87,720.11,68,LuxeBeauty,26,29,26.0
BEA-P0009,Talcum Powder,Beauty,SUP18,399.11,569.7,34,DermaCare,11,24,29.94
BEA-P0010,Hair Dryer,Beauty,SUP13,350.77,667.55,75,RadianceCo,38,11,47.45
BEA-P0011,Face Wash Plus,Beauty,SUP15,548.36,937.6,62,GlowUp,27,19,41.51
BEA-P0012,Sunscreen Lotion Plus,Beauty,SUP20,313.61,456.72,36,PureSkin,19,21,31.33
BEA-P0013,Lipstick Plus,Beauty,SUP12,392.73,740.49,32,LuxeBeauty,16,10,46.96
BEA-P0014,Hair Oil Plus,Beauty,SUP20,453.25,791.37,42,DermaCare,24,11,42.73
BEA-P0015,Shampoo 500ml Plus,Beauty,SUP15,606.5,965.48,55,RadianceCo,25,7,37.18
BEA-P0016,Moisturizer Cream Plus,Beauty,SUP15,436.61,827.05,53,GlowUp,26,14,47.21
BEA-P0017,Perfume Plus,Beauty,SUP09,362.04,584.34,53,PureSkin,17,25,38.04
BEA-P0018,Face Serum Plus,Beauty,SUP02,553.94,965.69,81,LuxeBeauty,24,20,42.64
BEA-P0019,Talcum Powder Plus,Beauty,SUP18,206.38,374.97,52,DermaCare,29,23,44.96
BEA-P0020,Hair Dryer Classic,Beauty,SUP05,554.21,791.2,90,RadianceCo,30,10,29.95
BEA-P0021,Face Wash Classic,Beauty,SUP06,559.31,1060.56,49,GlowUp,17,28,47.26
BEA-P0022,Sunscreen Lotion Classic,Beauty,SUP11,579.03,1112.75,70,PureSkin,26,19,47.96
BEA-P0023,Lipstick Classic,Beauty,SUP07,297.16,575.21,73,LuxeBeauty,30,14,48.34
BEA-P0024,Hair Oil Classic,Beauty,SUP14,77.19,122.73,79,DermaCare,38,26,37.11
BEA-P0025,Shampoo 500ml Classic,Beauty,SUP08,752.59,1401.62,61,RadianceCo,24,26,46.31
BEA-P0026,Moisturizer Cream Classic,Beauty,SUP11,422.47,730.59,86,GlowUp,32,12,42.17
BEA-P0027,Perfume Classic,Beauty,SUP09,743.67,1380.25,93,PureSkin,55,3,46.12
BEA-P0028,Face Serum Classic,Beauty,SUP15,625.85,1131.26,37,LuxeBeauty,16,15,44.68
BEA-P0029,Talcum Powder Classic,Beauty,SUP14,537.17,818.43,46,DermaCare,17,15,34.37
BEA-P0030,Hair Dryer Mini,Beauty,SUP12,363.39,538.29,76,RadianceCo,42,25,32.49
BEA-P0031,Face Wash Mini,Beauty,SUP12,65.56,101.73,41,GlowUp,22,6,35.55
BEA-P0032,Sunscreen Lotion Mini,Beauty,SUP17,162.36,294.62,72,PureSkin,30,6,44.89
BEA-P0033,Lipstick Mini,Beauty,SUP10,202.52,292.11,99,LuxeBeauty,42,13,30.67
BEA-P0034,Hair Oil Mini,Beauty,SUP13,750.35,1454.55,74,DermaCare,25,4,48.41
BEA-P0035,Shampoo 500ml Mini,Beauty,SUP12,260.27,489.54,85,RadianceCo,42,15,46.83
STA-P0001,Notebook Pack,Stationery,SUP03,502.03,730.86,40,WriteWell,18,14,31.31
STA-P0002,Ball Pen Set,Stationery,SUP05,416.41,725.22,65,PaperCraft,38,3,42.58
STA-P0003,Geometry Box,Stationery,SUP20,317.13,446.24,77,InkWorks,45,22,28.93
STA-P0004,School Bag,Stationery,SUP07,284.81,457.08,52,StudyPro,16,12,37.69
STA-P0005,Colour Pencils,Stationery,SUP14,221.7,404.04,77,NoteNest,42,25,45.13
STA-P0006,Sketch Pen Set,Stationery,SUP19,203.1,365.44,59,WriteWell,31,7,44.42
STA-P0007,Printer Paper Ream,Stationery,SUP10,537.42,771.92,69,PaperCraft,22,26,30.38
STA-P0008,File Folder Pack,Stationery,SUP07,327.3,455.11,40,InkWorks,12,9,28.08
STA-P0009,Highlighter Set,Stationery,SUP01,270.25,490.44,36,StudyPro,17,3,44.9
STA-P0010,Calculator,Stationery,SUP15,113.28,162.91,87,NoteNest,48,10,30.46
STA-P0011,Notebook Pack Plus,Stationery,SUP17,330.28,608.22,33,WriteWell,13,5,45.7
STA-P0012,Ball Pen Set Plus,Stationery,SUP11,165.61,298.33,81,PaperCraft,36,17,44.49
STA-P0013,Geometry Box Plus,Stationery,SUP16,286.84,450.55,58,InkWorks,21,8,36.34
STA-P0014,School Bag Plus,Stationery,SUP13,84.56,118.52,82,StudyPro,28,7,28.65
STA-P0015,Colour Pencils Plus,Stationery,SUP04,496.52,789.02,78,NoteNest,26,29,37.07
STA-P0016,Sketch Pen Set Plus,Stationery,SUP20,277.51,440.06,75,WriteWell,42,28,36.94
STA-P0017,Printer Paper Ream Plus,Stationery,SUP20,525.62,770.23,73,PaperCraft,36,8,31.76
STA-P0018,File Folder Pack Plus,Stationery,SUP19,444.81,751.66,50,InkWorks,23,13,40.82
STA-P0019,Highlighter Set Plus,Stationery,SUP17,430.66,588.26,67,StudyPro,32,4,26.79
STA-P0020,Calculator Classic,Stationery,SUP08,167.21,267.74,64,NoteNest,33,5,37.55
STA-P0021,Notebook Pack Classic,Stationery,SUP17,343.32,542.87,82,WriteWell,37,10,36.76
STA-P0022,Ball Pen Set Classic,Stationery,SUP04,345.0,605.82,52,PaperCraft,16,12,43.05
STA-P0023,Geometry Box Classic,Stationery,SUP01,139.18,262.59,84,InkWorks,29,20,47.0
STA-P0024,School Bag Classic,Stationery,SUP17,289.92,474.21,92,StudyPro,53,15,38.86
STA-P0025,Colour Pencils Classic,Stationery,SUP02,140.88,239.7,62,NoteNest,31,8,41.23
STA-P0026,Sketch Pen Set Classic,Stationery,SUP01,73.01,107.63,44,WriteWell,18,17,32.17
STA-P0027,Printer Paper Ream Classic,Stationery,SUP04,93.79,175.03,42,PaperCraft,17,11,46.41
STA-P0028,File Folder Pack Classic,Stationery,SUP05,224.06,338.08,33,InkWorks,15,14,33.73
STA-P0029,Highlighter Set Classic,Stationery,SUP05,534.69,1020.08,78,StudyPro,25,5,47.58
STA-P0030,Calculator Mini,Stationery,SUP02,377.45,537.18,38,NoteNest,21,28,29.73
STA-P0031,Notebook Pack Mini,Stationery,SUP16,494.59,823.81,40,WriteWell,12,29,39.96
STA-P0032,Ball Pen Set Mini,Stationery,SUP05,204.5,392.47,58,PaperCraft,27,27,47.89
STA-P0033,Geometry Box Mini,Stationery,SUP17,114.65,222.1,52,InkWorks,23,16,48.38
STA-P0034,School Bag Mini,Stationery,SUP06,237.73,377.64,97,StudyPro,46,15,37.05
STA-P0035,Colour Pencils Mini,Stationery,SUP03,202.84,297.35,98,NoteNest,54,5,31.78
PET-P0001,Dog Food 3kg,Pet Supplies,SUP01,481.71,768.42,71,PetJoy,30,24,37.31
PET-P0002,Cat Litter Pack,Pet Supplies,SUP13,1117.98,2134.97,81,WoofWell,32,13,47.63
PET-P0003,Pet Shampoo,Pet Supplies,SUP06,716.09,1165.14,61,PawCare,30,12,38.54
PET-P0004,Pet Leash,Pet Supplies,SUP12,439.2,684.03,34,TailWag,11,13,35.79
PET-P0005,Pet Bed,Pet Supplies,SUP07,889.89,1409.1,41,FurFriend,14,24,36.85
PET-P0006,Bird Cage,Pet Supplies,SUP12,926.2,1393.42,66,PetJoy,38,25,33.53
PET-P0007,Fish Tank Filter,Pet Supplies,SUP04,829.22,1145.61,71,WoofWell,41,25,27.62
PET-P0008,Pet Grooming Kit,Pet Supplies,SUP08,1114.77,1892.2,98,PawCare,30,3,41.09
PET-P0009,Chew Toy,Pet Supplies,SUP19,710.19,970.06,77,TailWag,40,7,26.79
PET-P0010,Pet Bowl Set,Pet Supplies,SUP18,635.99,1036.32,61,FurFriend,32,3,38.63
PET-P0011,Dog Food 3kg Plus,Pet Supplies,SUP19,1064.22,1674.91,53,PetJoy,24,4,36.46
PET-P0012,Cat Litter Pack Plus,Pet Supplies,SUP06,259.86,471.63,40,WoofWell,18,16,44.9
PET-P0013,Pet Shampoo Plus,Pet Supplies,SUP05,1159.21,2160.05,97,PawCare,34,28,46.33
PET-P0014,Pet Leash Plus,Pet Supplies,SUP12,1063.53,1674.72,38,TailWag,20,5,36.5
PET-P0015,Pet Bed Plus,Pet Supplies,SUP11,712.12,1381.0,63,FurFriend,30,27,48.43
PET-P0016,Bird Cage Plus,Pet Supplies,SUP09,494.38,791.29,39,PetJoy,20,6,37.52
PET-P0017,Fish Tank Filter Plus,Pet Supplies,SUP05,398.52,610.64,88,WoofWell,49,4,34.74
PET-P0018,Pet Grooming Kit Plus,Pet Supplies,SUP01,662.91,1079.35,60,PawCare,20,21,38.58
PET-P0019,Chew Toy Plus,Pet Supplies,SUP13,501.94,863.95,76,TailWag,23,18,41.9
PET-P0020,Pet Bowl Set Classic,Pet Supplies,SUP10,664.92,983.15,61,FurFriend,21,6,32.37
PET-P0021,Dog Food 3kg Classic,Pet Supplies,SUP10,188.43,361.48,54,PetJoy,22,9,47.87
PET-P0022,Cat Litter Pack Classic,Pet Supplies,SUP17,1171.35,1638.06,70,WoofWell,39,20,28.49
PET-P0023,Pet Shampoo Classic,Pet Supplies,SUP18,560.51,901.66,74,PawCare,22,8,37.84
PET-P0024,Pet Leash Classic,Pet Supplies,SUP11,1192.77,2296.35,76,TailWag,38,4,48.06
PET-P0025,Pet Bed Classic,Pet Supplies,SUP11,1091.35,1502.86,51,FurFriend,29,23,27.38
PET-P0026,Bird Cage Classic,Pet Supplies,SUP17,211.6,293.26,30,PetJoy,10,25,27.85
PET-P0027,Fish Tank Filter Classic,Pet Supplies,SUP15,1105.63,1869.03,67,WoofWell,28,24,40.84
PET-P0028,Pet Grooming Kit Classic,Pet Supplies,SUP09,150.69,291.02,50,PawCare,17,11,48.22
PET-P0029,Chew Toy Classic,Pet Supplies,SUP11,1160.1,1631.76,50,TailWag,28,6,28.9
PET-P0030,Pet Bowl Set Mini,Pet Supplies,SUP15,1009.62,1954.16,73,FurFriend,42,25,48.33
PET-P0031,Dog Food 3kg Mini,Pet Supplies,SUP13,971.28,1629.23,38,PetJoy,17,29,40.38
PET-P0032,Cat Litter Pack Mini,Pet Supplies,SUP18,1168.42,2071.5,83,WoofWell,36,16,43.6
PET-P0033,Pet Shampoo Mini,Pet Supplies,SUP18,484.99,768.66,57,PawCare,18,22,36.9
PET-P0034,Pet Leash Mini,Pet Supplies,SUP02,953.45,1542.34,43,TailWag,20,28,38.18
PET-P0035,Pet Bed Mini,Pet Supplies,SUP02,256.43,377.85,32,FurFriend,18,25,32.13
