date,store_id,product_id,warehouse_id,supplier_id,units_sold,inventory_level,units_ordered,units_received,delivery_delay_days,stockout_flag,revenue,unit_price_txn,discount_pct,holiday_promo_flag,weather,season,product_name,category,supplier_id_prod,unit_cost,unit_price,reorder_point,store_name,store_city,warehouse_id_store,store_type,supplier_name,supplier_city,supplier_avg_lead_time_days,supplier_reliability_score,warehouse_name,warehouse_city,capacity_units
2023-10-23,S001,GRO-P0009,W01,SUP05,342,367,101,100,2,0,6048.27,19.65,10,0,Sunny,Winter,Coffee Powder 250g,Groceries,SUP05,130.38,179.81,40,Pune Central Store,Pune,W01,Tier-1,Bluewave Supplies,Delhi,5,88,North Distribution Center,Delhi,60000
2023-10-23,S001,CLO-P0010,W01,SUP05,60,342,108,102,4,0,4833.0,89.5,10,0,Sunny,Autumn,Kurta Set,Clothing,SUP05,104.0,177.82,42,Pune Central Store,Pune,W01,Tier-1,Bluewave Supplies,Delhi,5,88,North Distribution Center,Delhi,60000
2023-10-23,S001,FUR-P0011,W01,SUP08,45,52,161,151,7,1,2027.52,56.32,20,1,Rainy,Spring,Dining Chair,Furniture,SUP08,363.66,503.36,81,Pune Central Store,Pune,W01,Tier-1,Summit Supply Chain,Ahmedabad,8,78,North Distribution Center,Delhi,60000
2023-10-23,S001,CLO-P0012,W01,SUP06,144,229,167,152,4,0,5532.48,38.42,0,1,Snowy,Spring,Woolen Sweater,Clothing,SUP06,214.34,303.01,58,Pune Central Store,Pune,W01,Tier-1,Nationwide Traders,Hyderabad,12,65,North Distribution Center,Delhi,60000
2023-10-23,S001,FUR-P0013,W01,SUP08,66,83,56,52,1,0,2968.42,56.22,20,0,Sunny,Summer,Ottoman Stool,Furniture,SUP08,280.8,487.52,54,Pune Central Store,Pune,W01,Tier-1,Summit Supply Chain,Ahmedabad,8,78,North Distribution Center,Delhi,60000
2023-10-23,S001,FUR-P0014,W01,SUP02,19,106,43,40,5,0,559.36,36.8,20,1,Rainy,Autumn,Laptop Table,Furniture,SUP02,87.71,162.23,78,Pune Central Store,Pune,W01,Tier-1,Metro Wholesale Co.,Mumbai,7,81,North Distribution Center,Delhi,60000
2023-10-23,S001,TOY-P0015,W01,SUP06,356,429,142,140,1,0,26685.76,93.7,20,1,Cloudy,Winter,Kite Set,Toys,SUP06,137.29,225.53,51,Pune Central Store,Pune,W01,Tier-1,Nationwide Traders,Hyderabad,12,65,North Distribution Center,Delhi,60000
2023-10-23,S001,GRO-P0016,W01,SUP05,465,497,130,127,0,0,9278.14,22.17,10,1,Cloudy,Spring,Biscuits Pack,Groceries,SUP05,58.7,95.86,86,Pune Central Store,Pune,W01,Tier-1,Bluewave Supplies,Delhi,5,88,North Distribution Center,Delhi,60000
2023-10-23,S001,ELE-P0017,W01,SUP04,331,363,174,167,6,0,6519.38,24.62,20,0,Sunny,Spring,Bluetooth Adapter,Electronics,SUP04,365.91,575.75,44,Pune Central Store,Pune,W01,Tier-1,Apex Trading Corp,Chennai,9,73,North Distribution Center,Delhi,60000
2023-10-23,S001,ELE-P0018,W01,SUP07,189,335,180,178,0,0,4771.3,29.7,15,1,Rainy,Winter,Memory Card 64GB,Electronics,SUP07,157.08,258.79,50,Pune Central Store,Pune,W01,Tier-1,Horizon Goods Pvt Ltd,Kolkata,6,85,North Distribution Center,Delhi,60000
2023-10-23,S001,TOY-P0019,W01,SUP06,350,414,186,160,5,0,10369.8,32.92,10,0,Cloudy,Winter,Toy Robot,Toys,SUP06,365.93,690.78,82,Pune Central Store,Pune,W01,Tier-1,Nationwide Traders,Hyderabad,12,65,North Distribution Center,Delhi,60000
2023-10-23,S001,TOY-P0020,W01,SUP02,56,107,105,101,0,0,3316.54,74.03,20,1,Sunny,Summer,Card Game Set,Toys,SUP02,322.82,544.11,80,Pune Central Store,Pune,W01,Tier-1,Metro Wholesale Co.,Mumbai,7,81,North Distribution Center,Delhi,60000
2023-10-23,S002,GRO-P0001,W01,SUP05,6,188,107,98,6,0,375.36,73.6,15,0,Cloudy,Winter,Basmati Rice 5kg,Groceries,SUP05,362.71,584.44,84,Mumbai Andheri Store,Mumbai,W01,Metro,Bluewave Supplies,Delhi,5,88,North Distribution Center,Delhi,60000
2023-10-23,S002,CLO-P0002,W01,SUP03,89,92,79,76,0,0,3605.57,50.64,20,1,Sunny,Winter,Denim Jeans,Clothing,SUP03,82.96,156.41,74,Mumbai Andheri Store,Mumbai,W01,Metro,Prime Vendors Ltd,Bengaluru,3,96,North Distribution Center,Delhi,60000
2023-10-23,S002,CLO-P0003,W01,SUP06,16,200,106,95,4,0,1180.96,73.81,0,1,Rainy,Autumn,Formal Shirt,Clothing,SUP06,325.12,447.65,78,Mumbai Andheri Store,Mumbai,W01,Metro,Nationwide Traders,Hyderabad,12,65,North Distribution Center,Delhi,60000
2023-10-23,S002,GRO-P0004,W01,SUP03,64,478,79,73,6,0,2490.37,40.96,5,1,Rainy,Summer,Green Tea Pack,Groceries,SUP03,377.88,545.88,53,Mumbai Andheri Store,Mumbai,W01,Metro,Prime Vendors Ltd,Bengaluru,3,96,North Distribution Center,Delhi,60000
2023-10-23,S002,CLO-P0005,W01,SUP06,318,413,163,159,1,0,21494.26,84.49,20,0,Rainy,Winter,Hoodie,Clothing,SUP06,337.97,529.28,72,Mumbai Andheri Store,Mumbai,W01,Metro,Nationwide Traders,Hyderabad,12,65,North Distribution Center,Delhi,60000
2023-10-23,S002,ELE-P0006,W01,SUP07,79,109,116,99,1,0,5059.75,75.35,15,0,Cloudy,Summer,Wireless Earbuds,Electronics,SUP07,152.76,259.26,54,Mumbai Andheri Store,Mumbai,W01,Metro,Horizon Goods Pvt Ltd,Kolkata,6,85,North Distribution Center,Delhi,60000
2023-10-23,S002,CLO-P0007,W01,SUP06,98,121,193,172,1,0,1172.86,14.08,15,0,Sunny,Spring,Winter Jacket,Clothing,SUP06,271.08,475.71,81,Mumbai Andheri Store,Mumbai,W01,Metro,Nationwide Traders,Hyderabad,12,65,North Distribution Center,Delhi,60000
2023-10-23,S002,GRO-P0008,W01,SUP01,94,445,181,167,3,0,2231.56,23.74,0,0,Cloudy,Winter,Brown Bread,Groceries,SUP01,225.26,312.29,88,Mumbai Andheri Store,Mumbai,W01,Metro,Sunrise Distributors,Pune,4,92,North Distribution Center,Delhi,60000
2023-10-23,S002,CLO-P0009,W01,SUP06,329,494,155,152,1,0,8854.05,33.64,20,0,Cloudy,Spring,Casual Shorts,Clothing,SUP06,118.12,186.63,78,Mumbai Andheri Store,Mumbai,W01,Metro,Nationwide Traders,Hyderabad,12,65,North Distribution Center,Delhi,60000
2023-10-23,S002,FUR-P0010,W01,SUP02,391,441,169,150,5,0,24245.91,68.9,10,0,Rainy,Autumn,Bean Bag,Furniture,SUP02,203.62,267.35,66,Mumbai Andheri Store,Mumbai,W01,Metro,Metro Wholesale Co.,Mumbai,7,81,North Distribution Center,Delhi,60000
2023-10-23,S002,ELE-P0011,W01,SUP07,250,376,153,149,0,0,19638.0,87.28,10,1,Sunny,Autumn,Wireless Keyboard,Electronics,SUP07,293.71,460.45,47,Mumbai Andheri Store,Mumbai,W01,Metro,Horizon Goods Pvt Ltd,Kolkata,6,85,North Distribution Center,Delhi,60000
2023-10-23,S002,GRO-P0012,W01,SUP05,43,262,106,94,2,0,2761.46,67.6,5,1,Sunny,Winter,Salt 1kg,Groceries,SUP05,300.39,523.7,80,Mumbai Andheri Store,Mumbai,W01,Metro,Bluewave Supplies,Delhi,5,88,North Distribution Center,Delhi,60000
2023-10-23,S002,CLO-P0013,W01,SUP05,193,201,133,119,0,0,12563.53,81.37,20,0,Sunny,Summer,Rain Jacket,Clothing,SUP05,216.5,310.93,46,Mumbai Andheri Store,Mumbai,W01,Metro,Bluewave Supplies,Delhi,5,88,North Distribution Center,Delhi,60000
2023-10-23,S002,CLO-P0014,W01,SUP05,10,358,143,133,7,0,610.24,76.28,20,0,Snowy,Winter,Formal Trousers,Clothing,SUP05,203.0,365.32,73,Mumbai Andheri Store,Mumbai,W01,Metro,Bluewave Supplies,Delhi,5,88,North Distribution Center,Delhi,60000
2023-10-23,S002,GRO-P0015,W01,SUP03,152,192,189,179,1,0,10260.0,67.5,0,0,Rainy,Autumn,Ketchup 500ml,Groceries,SUP03,384.47,565.89,73,Mumbai Andheri Store,Mumbai,W01,Metro,Prime Vendors Ltd,Bengaluru,3,96,North Distribution Center,Delhi,60000
2023-10-23,S002,GRO-P0016,W01,SUP05,74,87,95,93,7,0,3658.41,52.04,5,1,Cloudy,Winter,Biscuits Pack,Groceries,SUP05,58.7,95.86,86,Mumbai Andheri Store,Mumbai,W01,Metro,Bluewave Supplies,Delhi,5,88,North Distribution Center,Delhi,60000
2023-10-23,S002,ELE-P0017,W01,SUP04,33,124,68,67,7,0,935.62,35.44,20,0,Cloudy,Spring,Bluetooth Adapter,Electronics,SUP04,365.91,575.75,44,Mumbai Andheri Store,Mumbai,W01,Metro,Apex Trading Corp,Chennai,9,73,North Distribution Center,Delhi,60000
2023-10-23,S002,GRO-P0018,W01,SUP05,37,445,85,75,3,0,1946.2,65.75,20,1,Cloudy,Winter,Pickle 300g,Groceries,SUP05,388.18,643.46,60,Mumbai Andheri Store,Mumbai,W01,Metro,Bluewave Supplies,Delhi,5,88,North Distribution Center,Delhi,60000
2023-10-23,S002,GRO-P0019,W01,SUP01,5,157,114,110,0,0,310.0,68.89,10,1,Cloudy,Winter,Milk Powder 500g,Groceries,SUP01,331.53,523.96,86,Mumbai Andheri Store,Mumbai,W01,Metro,Sunrise Distributors,Pune,4,92,North Distribution Center,Delhi,60000
2023-10-23,S002,GRO-P0020,W01,SUP03,43,79,99,94,4,0,3694.99,85.93,0,0,Cloudy,Spring,Instant Noodles Pack,Groceries,SUP03,56.24,76.79,79,Mumbai Andheri Store,Mumbai,W01,Metro,Prime Vendors Ltd,Bengaluru,3,96,North Distribution Center,Delhi,60000
2023-10-23,S003,ELE-P0001,W02,SUP04,137,384,91,83,1,0,1837.17,14.9,10,1,Sunny,Summer,Wireless Mouse,Electronics,SUP04,214.88,352.22,73,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Apex Trading Corp,Chennai,9,73,South Distribution Center,Bengaluru,55000
2023-10-23,S003,TOY-P0002,W02,SUP02,35,98,24,23,6,0,484.12,14.56,5,1,Snowy,Winter,Remote Control Car,Toys,SUP02,262.11,477.21,66,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-23,S003,CLO-P0003,W02,SUP06,49,341,29,29,7,0,4267.24,91.67,5,1,Sunny,Spring,Formal Shirt,Clothing,SUP06,325.12,447.65,78,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-23,S003,FUR-P0004,W02,SUP08,41,149,151,139,7,0,1250.07,35.87,15,1,Cloudy,Winter,Bedside Table,Furniture,SUP08,109.71,203.52,69,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Summit Supply Chain,Ahmedabad,8,78,South Distribution Center,Bengaluru,55000
2023-10-23,S003,TOY-P0005,W02,SUP02,67,180,53,52,2,0,986.58,15.5,5,1,Sunny,Winter,Soft Plush Toy,Toys,SUP02,136.74,197.18,62,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-23,S003,GRO-P0006,W02,SUP05,104,105,146,127,5,0,1008.75,10.21,5,1,Snowy,Summer,Masala Mix 200g,Groceries,SUP05,259.78,474.03,48,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Bluewave Supplies,Delhi,5,88,South Distribution Center,Bengaluru,55000
2023-10-23,S003,FUR-P0007,W02,SUP08,126,486,170,149,7,0,6284.25,52.5,5,0,Snowy,Spring,Shoe Rack,Furniture,SUP08,78.96,125.7,79,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Summit Supply Chain,Ahmedabad,8,78,South Distribution Center,Bengaluru,55000
2023-10-23,S003,CLO-P0008,W02,SUP06,77,367,113,109,3,0,2269.19,29.47,0,0,Cloudy,Autumn,Kids T-Shirt,Clothing,SUP06,389.74,715.51,57,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-23,S003,FUR-P0009,W02,SUP02,72,207,98,88,2,0,5733.97,83.83,5,0,Cloudy,Summer,Wall Shelf Set,Furniture,SUP02,143.44,215.01,63,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-23,S003,GRO-P0010,W02,SUP01,148,166,46,43,0,0,12057.26,90.52,10,1,Cloudy,Winter,Peanut Butter 400g,Groceries,SUP01,92.64,148.58,73,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Sunrise Distributors,Pune,4,92,South Distribution Center,Bengaluru,55000
2023-10-23,S003,TOY-P0011,W02,SUP06,82,104,153,141,0,0,5666.53,86.38,20,0,Snowy,Spring,Toy Kitchen Set,Toys,SUP06,111.12,148.02,42,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-23,S003,GRO-P0012,W02,SUP05,171,389,47,41,5,0,8733.83,56.75,10,0,Sunny,Summer,Salt 1kg,Groceries,SUP05,300.39,523.7,80,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Bluewave Supplies,Delhi,5,88,South Distribution Center,Bengaluru,55000
2023-10-23,S003,TOY-P0013,W02,SUP06,39,246,191,184,1,0,1870.99,56.44,15,1,Snowy,Winter,Skateboard Kids,Toys,SUP06,226.58,413.51,55,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-23,S003,TOY-P0014,W02,SUP06,43,377,144,138,5,0,3672.63,85.41,0,0,Rainy,Winter,Rubik Cube,Toys,SUP06,65.22,91.89,82,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-23,S003,CLO-P0015,W02,SUP05,99,175,158,138,1,0,4730.62,59.73,20,0,Snowy,Winter,Night Suit,Clothing,SUP05,159.33,286.69,75,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Bluewave Supplies,Delhi,5,88,South Distribution Center,Bengaluru,55000
2023-10-23,S003,TOY-P0016,W02,SUP06,37,107,160,142,5,0,3320.27,94.46,5,0,Cloudy,Summer,Toy Drone,Toys,SUP06,67.24,102.49,60,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-23,S003,ELE-P0017,W02,SUP04,398,424,75,73,1,0,18772.27,55.49,15,0,Rainy,Summer,Bluetooth Adapter,Electronics,SUP04,365.91,575.75,44,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Apex Trading Corp,Chennai,9,73,South Distribution Center,Bengaluru,55000
2023-10-23,S003,GRO-P0018,W02,SUP05,90,113,160,158,2,0,3912.21,51.14,15,0,Cloudy,Summer,Pickle 300g,Groceries,SUP05,388.18,643.46,60,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Bluewave Supplies,Delhi,5,88,South Distribution Center,Bengaluru,55000
2023-10-23,S003,FUR-P0019,W02,SUP08,117,309,34,33,1,0,1941.73,18.44,10,1,Cloudy,Winter,Console Table,Furniture,SUP08,65.72,102.59,48,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Summit Supply Chain,Ahmedabad,8,78,South Distribution Center,Bengaluru,55000
2023-10-23,S003,CLO-P0020,W02,SUP05,103,431,37,34,6,0,9214.53,94.17,5,0,Rainy,Autumn,Maxi Dress,Clothing,SUP05,98.93,135.41,68,Bengaluru Koramangala Store,Bengaluru,W02,Metro,Bluewave Supplies,Delhi,5,88,South Distribution Center,Bengaluru,55000
2023-10-23,S004,FUR-P0001,W02,SUP08,93,176,157,142,1,0,6701.21,90.07,20,1,Sunny,Spring,Study Table,Furniture,SUP08,277.45,374.74,69,Chennai T Nagar Store,Chennai,W02,Tier-1,Summit Supply Chain,Ahmedabad,8,78,South Distribution Center,Bengaluru,55000
2023-10-23,S004,GRO-P0002,W02,SUP03,176,187,118,108,4,0,13421.76,76.26,0,0,Sunny,Summer,Sunflower Oil 1L,Groceries,SUP03,320.2,543.38,55,Chennai T Nagar Store,Chennai,W02,Tier-1,Prime Vendors Ltd,Bengaluru,3,96,South Distribution Center,Bengaluru,55000
2023-10-23,S004,CLO-P0003,W02,SUP06,40,52,35,31,7,1,2188.24,64.36,15,0,Cloudy,Winter,Formal Shirt,Clothing,SUP06,325.12,447.65,78,Chennai T Nagar Store,Chennai,W02,Tier-1,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-23,S004,ELE-P0004,W02,SUP04,121,185,47,43,3,0,2203.41,18.21,0,0,Sunny,Summer,LED Desk Lamp,Electronics,SUP04,125.1,193.29,61,Chennai T Nagar Store,Chennai,W02,Tier-1,Apex Trading Corp,Chennai,9,73,South Distribution Center,Bengaluru,55000
2023-10-23,S004,FUR-P0005,W02,SUP02,60,103,85,75,0,0,2695.35,52.85,15,0,Sunny,Spring,Folding Chair,Furniture,SUP02,171.4,283.59,69,Chennai T Nagar Store,Chennai,W02,Tier-1,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-23,S004,ELE-P0006,W02,SUP07,264,427,196,171,1,0,2690.56,11.99,15,0,Rainy,Spring,Wireless Earbuds,Electronics,SUP07,152.76,259.26,54,Chennai T Nagar Store,Chennai,W02,Tier-1,Horizon Goods Pvt Ltd,Kolkata,6,85,South Distribution Center,Bengaluru,55000
2023-10-23,S004,FUR-P0007,W02,SUP08,160,469,64,58,4,0,7809.12,54.23,10,1,Sunny,Winter,Shoe Rack,Furniture,SUP08,78.96,125.7,79,Chennai T Nagar Store,Chennai,W02,Tier-1,Summit Supply Chain,Ahmedabad,8,78,South Distribution Center,Bengaluru,55000
2023-10-23,S004,CLO-P0008,W02,SUP06,132,299,43,37,0,0,11398.86,90.9,5,0,Cloudy,Winter,Kids T-Shirt,Clothing,SUP06,389.74,715.51,57,Chennai T Nagar Store,Chennai,W02,Tier-1,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-23,S004,CLO-P0009,W02,SUP06,45,113,196,180,2,0,4203.9,93.42,0,0,Sunny,Autumn,Casual Shorts,Clothing,SUP06,118.12,186.63,78,Chennai T Nagar Store,Chennai,W02,Tier-1,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-23,S004,GRO-P0010,W02,SUP01,29,280,67,64,5,0,2070.93,75.17,5,0,Cloudy,Autumn,Peanut Butter 400g,Groceries,SUP01,92.64,148.58,73,Chennai T Nagar Store,Chennai,W02,Tier-1,Sunrise Distributors,Pune,4,92,South Distribution Center,Bengaluru,55000
2023-10-23,S004,ELE-P0011,W02,SUP07,253,402,143,136,7,0,13704.5,67.71,20,0,Sunny,Autumn,Wireless Keyboard,Electronics,SUP07,293.71,460.45,47,Chennai T Nagar Store,Chennai,W02,Tier-1,Horizon Goods Pvt Ltd,Kolkata,6,85,South Distribution Center,Bengaluru,55000
2023-10-23,S004,ELE-P0012,W02,SUP04,152,158,168,167,2,0,12046.61,93.24,15,1,Sunny,Autumn,Phone Stand,Electronics,SUP04,155.53,261.01,59,Chennai T Nagar Store,Chennai,W02,Tier-1,Apex Trading Corp,Chennai,9,73,South Distribution Center,Bengaluru,55000
2023-10-23,S004,GRO-P0013,W02,SUP05,140,207,175,172,5,0,9732.94,73.18,5,1,Sunny,Autumn,Sugar 1kg,Groceries,SUP05,93.31,173.23,46,Chennai T Nagar Store,Chennai,W02,Tier-1,Bluewave Supplies,Delhi,5,88,South Distribution Center,Bengaluru,55000
2023-10-23,S004,ELE-P0014,W02,SUP04,222,288,163,154,6,0,2702.18,14.32,15,0,Sunny,Winter,Portable Fan,Electronics,SUP04,368.0,632.9,88,Chennai T Nagar Store,Chennai,W02,Tier-1,Apex Trading Corp,Chennai,9,73,South Distribution Center,Bengaluru,55000
2023-10-23,S004,GRO-P0015,W02,SUP03,37,61,164,161,2,1,2286.01,77.23,20,0,Snowy,Winter,Ketchup 500ml,Groceries,SUP03,384.47,565.89,73,Chennai T Nagar Store,Chennai,W02,Tier-1,Prime Vendors Ltd,Bengaluru,3,96,South Distribution Center,Bengaluru,55000
2023-10-23,S004,TOY-P0016,W02,SUP06,119,319,109,100,2,0,6145.87,60.76,15,0,Sunny,Spring,Toy Drone,Toys,SUP06,67.24,102.49,60,Chennai T Nagar Store,Chennai,W02,Tier-1,Nationwide Traders,Hyderabad,12,65,South Distribution Center,Bengaluru,55000
2023-10-23,S004,ELE-P0017,W02,SUP04,296,481,176,171,6,0,9402.29,37.37,15,0,Sunny,Autumn,Bluetooth Adapter,Electronics,SUP04,365.91,575.75,44,Chennai T Nagar Store,Chennai,W02,Tier-1,Apex Trading Corp,Chennai,9,73,South Distribution Center,Bengaluru,55000
2023-10-23,S004,ELE-P0018,W02,SUP07,227,228,146,130,2,0,3453.8,17.9,15,0,Snowy,Spring,Memory Card 64GB,Electronics,SUP07,157.08,258.79,50,Chennai T Nagar Store,Chennai,W02,Tier-1,Horizon Goods Pvt Ltd,Kolkata,6,85,South Distribution Center,Bengaluru,55000
2023-10-23,S004,GRO-P0019,W02,SUP01,34,474,36,33,7,0,3179.29,98.43,5,0,Snowy,Spring,Milk Powder 500g,Groceries,SUP01,331.53,523.96,86,Chennai T Nagar Store,Chennai,W02,Tier-1,Sunrise Distributors,Pune,4,92,South Distribution Center,Bengaluru,55000
2023-10-23,S004,FUR-P0020,W02,SUP02,157,408,160,160,6,0,5239.4,37.08,10,0,Cloudy,Spring,Cushion Stool,Furniture,SUP02,362.09,633.36,89,Chennai T Nagar Store,Chennai,W02,Tier-1,Metro Wholesale Co.,Mumbai,7,81,South Distribution Center,Bengaluru,55000
2023-10-23,S005,FUR-P0001,W03,SUP08,38,51,81,76,7,1,3019.48,79.46,0,1,Sunny,Summer,Study Table,Furniture,SUP08,277.45,374.74,69,Delhi Connaught Place Store,Delhi,W03,Metro,Summit Supply Chain,Ahmedabad,8,78,Central Distribution Center,Pune,70000
2023-10-23,S005,ELE-P0002,W03,SUP04,132,292,55,51,3,0,6103.68,46.24,0,1,Sunny,Autumn,Bluetooth Speaker,Electronics,SUP04,272.15,444.19,78,Delhi Connaught Place Store,Delhi,W03,Metro,Apex Trading Corp,Chennai,9,73,Central Distribution Center,Pune,70000
2023-10-23,S005,CLO-P0003,W03,SUP06,179,338,50,48,5,0,4202.38,27.62,15,0,Snowy,Winter,Formal Shirt,Clothing,SUP06,325.12,447.65,78,Delhi Connaught Place Store,Delhi,W03,Metro,Nationwide Traders,Hyderabad,12,65,Central Distribution Center,Pune,70000
2023-10-23,S005,FUR-P0004,W03,SUP08,73,143,109,98,7,0,6514.81,99.16,10,0,Sunny,Autumn,Bedside Table,Furniture,SUP08,109.71,203.52,69,Delhi Connaught Place Store,Delhi,W03,Metro,Summit Supply Chain,Ahmedabad,8,78,Central Distribution Center,Pune,70000
2023-10-23,S005,CLO-P0005,W03,SUP06,56,388,171,167,2,0,4743.84,89.17,5,1,Sunny,Summer,Hoodie,Clothing,SUP06,337.97,529.28,72,Delhi Connaught Place Store,Delhi,W03,Metro,Nationwide Traders,Hyderabad,12,65,Central Distribution Center,Pune,70000
2023-10-23,S005,GRO-P0006,W03,SUP05,137,255,155,132,4,0,8614.97,69.87,10,1,Sunny,Spring,Masala Mix 200g,Groceries,SUP05,259.78,474.03,48,Delhi Connaught Place Store,Delhi,W03,Metro,Bluewave Supplies,Delhi,5,88,Central Distribution Center,Pune,70000
2023-10-23,S005,GRO-P0007,W03,SUP01,187,466,186,165,0,0,12086.18,80.79,20,1,Sunny,Winter,Almonds 500g,Groceries,SUP01,158.61,280.18,49,Delhi Connaught Place Store,Delhi,W03,Metro,Sunrise Distributors,Pune,4,92,Central Distribution Center,Pune,70000
2023-10-23,S005,FUR-P0008,W03,SUP02,230,232,185,162,7,0,9260.03,42.38,5,1,Snowy,Winter,Coat Rack,Furniture,SUP02,378.24,621.46,64,Delhi Connaught Place Store,Delhi,W03,Metro,Metro Wholesale Co.,Mumbai,7,81,Central Distribution Center,Pune,70000
2023-10-23,S005,FUR-P0009,W03,SUP02,23,106,198,176,1,0,1177.23,63.98,20,0,Sunny,Autumn,Wall Shelf Set,Furniture,SUP02,143.44,215.01,63,Delhi Connaught Place Store,Delhi,W03,Metro,Metro Wholesale Co.,Mumbai,7,81,Central Distribution Center,Pune,70000
2023-10-23,S005,TOY-P0010,W03,SUP06,186,430,175,174,0,0,14873.49,88.85,10,0,Cloudy,Winter,Dollhouse,Toys,SUP06,90.42,118.69,47,Delhi Connaught Place Store,Delhi,W03,Metro,Nationwide Traders,Hyderabad,12,65,Central Distribution Center,Pune,70000
2023-10-23,S005,TOY-P0011,W03,SUP06,144,212,74,63,6,0,8137.73,70.64,20,1,Rainy,Summer,Toy Kitchen Set,Toys,SUP06,111.12,148.02,42,Delhi Connaught Place Store,Delhi,W03,Metro,Nationwide Traders,Hyderabad,12,65,Central Distribution Center,Pune,70000
2023-10-23,S005,CLO-P0012,W03,SUP06,104,477,140,125,0,0,8218.55,92.97,15,1,Snowy,Autumn,Woolen Sweater,Clothing,SUP06,214.34,303.01,58,Delhi Connaught Place Store,Delhi,W03,Metro,Nationwide Traders,Hyderabad,12,65,Central Distribution Center,Pune,70000
2023-10-23,S005,ELE-P0013,W03,SUP07,52,140,162,152,6,0,2547.25,57.63,15,0,Sunny,Winter,Laptop Sleeve,Electronics,SUP07,80.68,110.6,58,Delhi Connaught Place Store,Delhi,W03,Metro,Horizon Goods Pvt Ltd,Kolkata,6,85,Central Distribution Center,Pune,70000
2023-10-23,S005,FUR-P0014,W03,SUP02,23,75,62,59,0,1,1886.97,86.36,5,1,Rainy,Autumn,Laptop Table,Furniture,SUP02,87.71,162.23,78,Delhi Connaught Place Store,Delhi,W03,Metro,Metro Wholesale Co.,Mumbai,7,81,Central Distribution Center,Pune,70000
2023-10-23,S005,TOY-P0015,W03,SUP06,175,241,131,127,5,0,9970.8,71.22,20,0,Snowy,Autumn,Kite Set,Toys,SUP06,137.29,225.53,51,Delhi Connaught Place Store,Delhi,W03,Metro,Nationwide Traders,Hyderabad,12,65,Central Distribution Center,Pune,70000
2023-10-23,S005,ELE-P0016,W03,SUP04,25,87,91,83,7,0,2386.75,95.47,0,1,Rainy,Spring,Extension Board,Electronics,SUP04,207.28,303.32,75,Delhi Connaught Place Store,Delhi,W03,Metro,Apex Trading Corp,Chennai,9,73,Central Distribution Center,Pune,70000
2023-10-23,S005,TOY-P0017,W03,SUP06,229,371,38,34,7,0,4964.95,24.09,10,1,Sunny,Summer,Art Kit,Toys,SUP06,85.59,154.07,66,Delhi Connaught Place Store,Delhi,W03,Metro,Nationwide Traders,Hyderabad,12,65,Central Distribution Center,Pune,70000
2023-10-23,S005,CLO-P0018,W03,SUP06,378,454,75,73,3,0,29722.71,82.77,5,1,Snowy,Summer,Cargo Pants,Clothing,SUP06,325.42,552.86,40,Delhi Connaught Place Store,Delhi,W03,Metro,Nationwide Traders,Hyderabad,12,65,Central Distribution Center,Pune,70000
